Timestamp,Reps,Stage
2025-09-09 22:58:45,0,
2025-09-09 22:58:45,0,
2025-09-09 22:58:45,0,
2025-09-09 22:58:45,0,
2025-09-09 22:58:45,0,
2025-09-09 22:58:45,0,
2025-09-09 22:58:45,0,
2025-09-09 22:58:45,0,
2025-09-09 22:58:46,0,
2025-09-09 22:58:46,0,
2025-09-09 22:58:46,0,
2025-09-09 22:58:46,0,
2025-09-09 22:58:46,0,
2025-09-09 22:58:46,0,
2025-09-09 22:58:46,0,
2025-09-09 22:58:46,0,
2025-09-09 22:58:46,0,
2025-09-09 22:58:46,0,
2025-09-09 22:58:46,0,
2025-09-09 22:58:46,0,
2025-09-09 22:58:46,0,
2025-09-09 22:58:46,0,
2025-09-09 22:58:46,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:47,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:48,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:49,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:50,0,
2025-09-09 22:58:51,0,
2025-09-09 22:58:51,0,
2025-09-09 22:58:51,0,
2025-09-09 22:58:51,0,
2025-09-09 22:58:51,0,
2025-09-09 22:58:51,0,
2025-09-09 22:58:51,0,
2025-09-09 22:58:51,0,
2025-09-09 22:58:51,0,
2025-09-09 22:58:51,0,
2025-09-09 22:58:51,0,
2025-09-09 22:58:51,0,
2025-09-09 22:58:51,0,
2025-09-09 22:58:51,0,
2025-09-09 22:58:51,0,
2025-09-09 22:58:51,0,
2025-09-09 22:58:52,0,
2025-09-09 22:58:52,0,
2025-09-09 22:58:52,0,
